"id","sender_id","type_name","timestamp","intent_name","action_name","data"
185,"f15644ec49654efbaa4312f2ea453be2","user",1654406975.2062597,"supply_contact_info",NULL,"{""event"": ""user"", ""timestamp"": 1654406975.2062597, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""Dave harley@davidson.com"", ""parse_data"": {""intent"": {""name"": ""supply_contact_info"", ""confidence"": 0.9999995231628418}, ""entities"": [{""entity"": ""name"", ""start"": 0, ""end"": 4, ""confidence_entity"": 0.9859061241149902, ""value"": ""Dave"", ""extractor"": ""DIETClassifier""}, {""entity"": ""email"", ""start"": 5, ""end"": 24, ""confidence_entity"": 0.7799546718597412, ""value"": ""harley@davidson.com"", ""extractor"": ""DIETClassifier""}], ""text"": ""Dave harley@davidson.com"", ""message_id"": ""82ac9e04258d4545985b76794015673a"", ""metadata"": {}, ""text_tokens"": [[0, 4], [5, 24]], ""intent_ranking"": [{""name"": ""supply_contact_info"", ""confidence"": 0.9999995231628418}, {""name"": ""apply"", ""confidence"": 2.7934348167946155e-07}, {""name"": ""greet"", ""confidence"": 7.241919064426838e-08}, {""name"": ""goodbye"", ""confidence"": 6.912647165790986e-08}, {""name"": ""bot_challenge"", ""confidence"": 4.199936043391972e-08}, {""name"": ""support_team"", ""confidence"": 3.2316286535660765e-08}], ""response_selector"": {""all_retrieval_intents"": [], ""default"": {""response"": {""responses"": null, ""confidence"": 0.0, ""intent_response_key"": null, ""utter_action"": ""utter_None""}, ""ranking"": []}}}, ""input_channel"": ""cmdline"", ""message_id"": ""82ac9e04258d4545985b76794015673a""}"
186,"f15644ec49654efbaa4312f2ea453be2","slot",1654406975.206409,NULL,"name","{""event"": ""slot"", ""timestamp"": 1654406975.206409, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""name"", ""value"": ""Dave""}"
187,"f15644ec49654efbaa4312f2ea453be2","slot",1654406975.2064166,NULL,"email","{""event"": ""slot"", ""timestamp"": 1654406975.2064166, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""email"", ""value"": ""harley@davidson.com""}"
188,"f15644ec49654efbaa4312f2ea453be2","user_featurization",1654406975.2172692,NULL,NULL,"{""event"": ""user_featurization"", ""timestamp"": 1654406975.2172692, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""use_text_for_featurization"": false}"
189,"f15644ec49654efbaa4312f2ea453be2","action",1654406975.21728,NULL,"utter_acknowledge_provided_info","{""event"": ""action"", ""timestamp"": 1654406975.21728, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""utter_acknowledge_provided_info"", ""policy"": ""MemoizationPolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": false}"
190,"f15644ec49654efbaa4312f2ea453be2","bot",1654406975.2173092,NULL,NULL,"{""event"": ""bot"", ""timestamp"": 1654406975.2173092, ""metadata"": {""utter_action"": ""utter_acknowledge_provided_info"", ""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""Thank you Dave for your response and write your querry!"", ""data"": {""elements"": null, ""quick_replies"": null, ""buttons"": null, ""attachment"": null, ""image"": null, ""custom"": null}}"
191,"f15644ec49654efbaa4312f2ea453be2","action",1654406975.222898,NULL,"action_listen","{""event"": ""action"", ""timestamp"": 1654406975.222898, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""action_listen"", ""policy"": ""MemoizationPolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": false}"
192,"f15644ec49654efbaa4312f2ea453be2","user",1654406981.2179265,"bot_challenge",NULL,"{""event"": ""user"", ""timestamp"": 1654406981.2179265, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""are you a bot"", ""parse_data"": {""intent"": {""name"": ""bot_challenge"", ""confidence"": 0.9999936819076538}, ""entities"": [], ""text"": ""are you a bot"", ""message_id"": ""c65562b0d5b54420bf2b369dc8193517"", ""metadata"": {}, ""text_tokens"": [[0, 3], [4, 7], [8, 9], [10, 13]], ""intent_ranking"": [{""name"": ""bot_challenge"", ""confidence"": 0.9999936819076538}, {""name"": ""support_team"", ""confidence"": 3.4827492072508903e-06}, {""name"": ""greet"", ""confidence"": 1.124760387938295e-06}, {""name"": ""apply"", ""confidence"": 9.748055163072422e-07}, {""name"": ""goodbye"", ""confidence"": 4.777060098604125e-07}, {""name"": ""supply_contact_info"", ""confidence"": 3.503227219425753e-07}], ""response_selector"": {""all_retrieval_intents"": [], ""default"": {""response"": {""responses"": null, ""confidence"": 0.0, ""intent_response_key"": null, ""utter_action"": ""utter_None""}, ""ranking"": []}}}, ""input_channel"": ""cmdline"", ""message_id"": ""c65562b0d5b54420bf2b369dc8193517""}"
193,"f15644ec49654efbaa4312f2ea453be2","user_featurization",1654406981.2293894,NULL,NULL,"{""event"": ""user_featurization"", ""timestamp"": 1654406981.2293894, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""use_text_for_featurization"": false}"
194,"f15644ec49654efbaa4312f2ea453be2","action",1654406981.2294,NULL,"utter_iamabot","{""event"": ""action"", ""timestamp"": 1654406981.2294, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""utter_iamabot"", ""policy"": ""RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
195,"f15644ec49654efbaa4312f2ea453be2","bot",1654406981.229433,NULL,NULL,"{""event"": ""bot"", ""timestamp"": 1654406981.229433, ""metadata"": {""utter_action"": ""utter_iamabot"", ""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""I am a bot, powered by Ashish."", ""data"": {""elements"": null, ""quick_replies"": null, ""buttons"": null, ""attachment"": null, ""image"": null, ""custom"": null}}"
196,"f15644ec49654efbaa4312f2ea453be2","action",1654406981.2359931,NULL,"action_listen","{""event"": ""action"", ""timestamp"": 1654406981.2359931, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""action_listen"", ""policy"": ""RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
197,"f15644ec49654efbaa4312f2ea453be2","user",1654406986.7084584,"apply",NULL,"{""event"": ""user"", ""timestamp"": 1654406986.7084584, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""about author"", ""parse_data"": {""intent"": {""name"": ""apply"", ""confidence"": 0.9999935626983643}, ""entities"": [], ""text"": ""about author"", ""message_id"": ""c1fa4b2188e84cb7b336a3afbf127b53"", ""metadata"": {}, ""text_tokens"": [[0, 5], [6, 12]], ""intent_ranking"": [{""name"": ""apply"", ""confidence"": 0.9999935626983643}, {""name"": ""goodbye"", ""confidence"": 2.4056223537627375e-06}, {""name"": ""support_team"", ""confidence"": 1.571772259012505e-06}, {""name"": ""bot_challenge"", ""confidence"": 1.4334916613734094e-06}, {""name"": ""supply_contact_info"", ""confidence"": 6.805043994972948e-07}, {""name"": ""greet"", ""confidence"": 3.4492961731302785e-07}], ""response_selector"": {""all_retrieval_intents"": [], ""default"": {""response"": {""responses"": null, ""confidence"": 0.0, ""intent_response_key"": null, ""utter_action"": ""utter_None""}, ""ranking"": []}}}, ""input_channel"": ""cmdline"", ""message_id"": ""c1fa4b2188e84cb7b336a3afbf127b53""}"
198,"f15644ec49654efbaa4312f2ea453be2","user_featurization",1654406986.7196512,NULL,NULL,"{""event"": ""user_featurization"", ""timestamp"": 1654406986.7196512, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""use_text_for_featurization"": false}"
199,"f15644ec49654efbaa4312f2ea453be2","action",1654406986.7196617,NULL,"utter_apply","{""event"": ""action"", ""timestamp"": 1654406986.7196617, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""utter_apply"", ""policy"": ""RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
200,"f15644ec49654efbaa4312f2ea453be2","bot",1654406986.719696,NULL,NULL,"{""event"": ""bot"", ""timestamp"": 1654406986.719696, ""metadata"": {""utter_action"": ""utter_apply"", ""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""To read more please visit 'ashishlotake.pages.dev'"", ""data"": {""elements"": null, ""quick_replies"": null, ""buttons"": null, ""attachment"": null, ""image"": null, ""custom"": null}}"
201,"f15644ec49654efbaa4312f2ea453be2","action",1654406986.7250738,NULL,"action_listen","{""event"": ""action"", ""timestamp"": 1654406986.7250738, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""action_listen"", ""policy"": ""RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
202,"f15644ec49654efbaa4312f2ea453be2","user",1654406989.7842884,"goodbye",NULL,"{""event"": ""user"", ""timestamp"": 1654406989.7842884, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""bye"", ""parse_data"": {""intent"": {""name"": ""goodbye"", ""confidence"": 1.0}, ""entities"": [], ""text"": ""bye"", ""message_id"": ""c2cc876857d7474ea13b0a878e2c675e"", ""metadata"": {}, ""text_tokens"": [[0, 3]], ""intent_ranking"": [{""name"": ""goodbye"", ""confidence"": 1.0}, {""name"": ""support_team"", ""confidence"": 4.3270289573627e-09}, {""name"": ""apply"", ""confidence"": 1.866880205980692e-09}, {""name"": ""bot_challenge"", ""confidence"": 1.5162380240241191e-09}, {""name"": ""supply_contact_info"", ""confidence"": 9.019123781150995e-10}, {""name"": ""greet"", ""confidence"": 2.948092325816276e-10}], ""response_selector"": {""all_retrieval_intents"": [], ""default"": {""response"": {""responses"": null, ""confidence"": 0.0, ""intent_response_key"": null, ""utter_action"": ""utter_None""}, ""ranking"": []}}}, ""input_channel"": ""cmdline"", ""message_id"": ""c2cc876857d7474ea13b0a878e2c675e""}"
203,"f15644ec49654efbaa4312f2ea453be2","user_featurization",1654406989.795847,NULL,NULL,"{""event"": ""user_featurization"", ""timestamp"": 1654406989.795847, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""use_text_for_featurization"": false}"
204,"f15644ec49654efbaa4312f2ea453be2","action",1654406989.7958577,NULL,"utter_goodbye","{""event"": ""action"", ""timestamp"": 1654406989.7958577, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""utter_goodbye"", ""policy"": ""RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
205,"f15644ec49654efbaa4312f2ea453be2","bot",1654406989.7958918,NULL,NULL,"{""event"": ""bot"", ""timestamp"": 1654406989.7958918, ""metadata"": {""utter_action"": ""utter_goodbye"", ""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""text"": ""Bye"", ""data"": {""elements"": null, ""quick_replies"": null, ""buttons"": null, ""attachment"": null, ""image"": null, ""custom"": null}}"
206,"f15644ec49654efbaa4312f2ea453be2","action",1654406989.8018508,NULL,"action_listen","{""event"": ""action"", ""timestamp"": 1654406989.8018508, ""metadata"": {""model_id"": ""83b2411e893d47c3b3fe19c29463816d""}, ""name"": ""action_listen"", ""policy"": ""RulePolicy"", ""confidence"": 1.0, ""action_text"": null, ""hide_rule_turn"": true}"
